"","region","state","year","abundance","simpson","richness","evenness","encs"
"40","central","guerrero",1982,1.44591667950347,0.560836644351851,54,0.362477428494317,4.24574234449818
"41","central","guerrero",1983,1.33647608085177,0.537516075218632,54,0.33504172121292,3.80560918945369
"42","central","guerrero",1984,1.37980929131939,0.529642756305579,55,0.344321080264592,3.97414365152841
"43","central","guerrero",1985,1.26685272880625,0.487079818647448,42,0.33894186971723,3.54966321085881
"44","central","guerrero",1986,1.14349928311374,0.415511096608474,41,0.307924354926701,3.13772897888787
"45","central","guerrero",1987,0.999374104003563,0.357983611352455,41,0.269113965220683,2.7165809990721
"46","central","guerrero",1988,1.0099203406833,0.36653457906308,41,0.271953882284442,2.74538231102714
"47","central","guerrero",1989,1.02125558859677,0.364146279295452,41,0.275006266272115,2.7766789425763
"48","central","guerrero",1990,1.06978357942913,0.382816409955671,40,0.290002314452449,2.91474862015145
"49","central","guerrero",1991,1.12488266652763,0.398465698420801,49,0.289037668844506,3.07985545758155
"50","central","guerrero",1992,1.01726026944766,0.362147871961775,60,0.248454973436718,2.76560735601457
"51","central","guerrero",1993,1.01542289931904,0.360364393616028,57,0.25115261520364,2.76053057706037
"52","central","guerrero",1994,1.0952245013856,0.401699672665952,54,0.274562266632509,2.98985383438195
"53","central","guerrero",1995,1.0240919093037,0.370583659949518,48,0.264541135016785,2.78456567392011
"54","central","guerrero",1996,1.08625436318906,0.388215911204558,54,0.272313539113964,2.96315436031342
"55","central","guerrero",1997,1.13277417105338,0.414661927060024,49,0.291065384391801,3.1042563039266
"56","central","guerrero",1998,1.0145538144753,0.365367244640463,55,0.253174310090826,2.75813248399928
"57","central","guerrero",1999,1.05037592897431,0.372364182329845,58,0.258685056346342,2.85872559386755
"58","central","guerrero",2000,1.08915878380109,0.388843549130172,62,0.263901943137039,2.97177311710283
"59","central","guerrero",2001,1.15425505026691,0.421120381935613,62,0.279674694977082,3.17165981012356
"60","central","guerrero",2002,1.2087048583329,0.439734001352973,60,0.295213272836254,3.34914422618578
"61","central","guerrero",2003,1.16671273329515,0.428524103876841,61,0.283811367569114,3.21141847896807
"62","central","guerrero",2004,1.19448475365872,0.439072603529007,62,0.28942230667046,3.30185606288418
"63","central","guerrero",2005,1.17304120911034,0.426521503788484,61,0.285350815390741,3.23180630703944
"64","central","guerrero",2006,1.20563319915608,0.438180732930956,61,0.293279054281693,3.33887258016293
"65","central","guerrero",2007,1.19810161704384,0.433700927462217,65,0.287012569649244,3.31382004818871
"66","central","guerrero",2008,1.22196675109902,0.443502999996347,65,0.292729608465285,3.39385604412304
"67","central","guerrero",2009,1.24120421000509,0.45241464834652,65,0.297338059397666,3.45977725560679
"68","central","guerrero",2010,1.28247925606747,0.468256438824637,66,0.306106191329543,3.60556777932393
"69","central","guerrero",2011,1.26453785342242,0.456624154747315,65,0.302927776380947,3.54145568623457
"70","central","guerrero",2012,1.23997369460422,0.447956739739104,66,0.295960829938095,3.45552256467839
"71","central","guerrero",2013,1.31653427547327,0.480514642330012,65,0.315383837280192,3.73047016560909
"72","central","guerrero",2014,1.27289909460518,0.463219864208608,64,0.306067535223157,3.57119078931703
"73","central","guerrero",2015,1.35826799762986,0.490689715128457,67,0.323036217050892,3.88945092635261
"74","central","guerrero",2016,1.26069711122763,0.454195694881065,65,0.302007703099177,3.52787995507951
"75","central","hidalgo",1980,1.40580936336104,0.622145652922183,57,0.347710001736879,4.07882665852478
"76","central","hidalgo",1981,1.38834779621215,0.61750574954111,57,0.343391093567742,4.0082221793357
"77","central","hidalgo",1982,1.75147484482092,0.710657547964361,56,0.435111011257018,5.76309608364847
"78","central","hidalgo",1983,1.36213870840752,0.638940054231423,31,0.396663885825906,3.90453504026053
"79","central","hidalgo",1984,1.15472444473742,0.558119992558753,35,0.32478520380187,3.1731489191632
"80","central","hidalgo",1985,1.01649134656781,0.529009084831458,24,0.319847114249955,2.76348163460448
"81","central","hidalgo",1986,1.47612769260276,0.672093838274719,43,0.392461886418549,4.37596773798488
"82","central","hidalgo",1987,1.47113608522887,0.670619854854009,48,0.380020588205998,4.35417905068299
"83","central","hidalgo",1988,1.50872172204805,0.667557515401536,49,0.387664796028864,4.52094807089679
"84","central","hidalgo",1989,1.47514265585516,0.658150608301285,23,0.470465755720755,4.37165937125481
"85","central","hidalgo",1990,1.35668776887996,0.610715279513839,22,0.438909458330463,3.883309557839
"86","central","hidalgo",1991,1.34160265257053,0.583936707438493,61,0.326354613860264,3.82516901247594
"87","central","hidalgo",1992,1.4591752479284,0.604661071725605,60,0.356387994648029,4.30240964339267
"88","central","hidalgo",1993,1.65058841012179,0.669634114547601,53,0.415734773679411,5.21004456838805
"89","central","hidalgo",1994,1.46388749249508,0.594024260475402,53,0.368710292434235,4.32273149301684
"90","central","hidalgo",1995,1.6430234000396,0.686621816704628,52,0.415824362418595,5.17077923727314
"91","central","hidalgo",1996,1.61022034723896,0.679658886123202,53,0.405567243492265,5.00391370493413
"92","central","hidalgo",1997,1.63225070601472,0.69157353257485,51,0.41513812118971,5.11537497705991
"93","central","hidalgo",1998,1.51063642015648,0.643526575716415,52,0.382319220920858,4.52961261396152
"94","central","hidalgo",1999,1.59900437622272,0.681581109440157,49,0.410862849191417,4.9481035216173
"95","central","hidalgo",2000,1.50577283960663,0.659546860179139,54,0.377482793119606,4.50763596407774
"96","central","hidalgo",2001,1.51916371939757,0.658520038639276,57,0.3757468354368,4.56840313028363
"97","central","hidalgo",2002,1.50148712999827,0.654894458158092,55,0.374684874103167,4.48835888280737
"98","central","hidalgo",2003,1.50860108377612,0.663249425436914,58,0.371536081126552,4.52040270443072
"99","central","hidalgo",2004,1.46154106366779,0.639994065892627,56,0.363084067171499,4.31260040181945
"100","central","hidalgo",2005,1.51445102043646,0.663949547584752,55,0.377919915922491,4.54692427304466
"101","central","hidalgo",2006,1.47692546723699,0.652084597194911,54,0.370251033846343,4.37946016694685
"102","central","hidalgo",2007,1.53392207917295,0.658747999820787,56,0.381065357022955,4.63632524394046
"103","central","hidalgo",2008,1.49203285661716,0.647428434046785,55,0.372325630949653,4.44612467236811
"104","central","hidalgo",2009,1.62634888474004,0.673387242201173,56,0.404026532261338,5.0852738612673
"105","central","hidalgo",2010,1.5396260218658,0.66063872166849,57,0.380807939319161,4.66284614237506
"106","central","hidalgo",2011,1.60377701975885,0.649845851610145,59,0.393319998116965,4.97177549992941
"107","central","hidalgo",2012,1.4895463853047,0.63445883362646,56,0.370041303156959,4.43508324370513
"108","central","hidalgo",2013,1.48885267204702,0.637011465905969,57,0.368249763215209,4.43200763457883
"109","central","hidalgo",2014,1.47948619721278,0.631088004941484,56,0.367542095916241,4.39068915293863
"110","central","hidalgo",2015,1.49839469219284,0.631294297705047,57,0.370609866887831,4.47450035148121
"111","central","hidalgo",2016,1.40671490574792,0.608491870123632,58,0.346443701363171,4.08252188179093
"112","central","mexico",1980,0.978295505765116,0.320072554707125,57,0.241969601906406,2.65991855995095
"113","central","mexico",1981,0.90430173246417,0.295065221212819,56,0.224651608590011,2.47020645573384
"114","central","mexico",1982,0.915251325404038,0.287325987875345,66,0.218455071302929,2.4974028338142
"115","central","mexico",1983,0.817901782414125,0.261329750875398,55,0.204101267503335,2.26574082930791
"116","central","mexico",1984,0.680154560233508,0.234047531002006,48,0.175696007083341,1.97418283881172
"117","central","mexico",1985,0.668852752431417,0.230274608671803,54,0.167674963004052,1.95199661219083
"118","central","mexico",1986,0.716485662161623,0.243962190323562,63,0.172933227972928,2.0472259101376
"119","central","mexico",1987,0.749396510113439,0.258687648339076,64,0.180191771466692,2.11572281394101
"120","central","mexico",1988,1.1205190715158,0.421039665945537,67,0.266492505622944,3.06644549477132
"121","central","mexico",1989,0.966513665841004,0.361345045708004,71,0.226738505757052,2.62876371634392
"122","central","mexico",1990,0.874044228090739,0.319914241625504,67,0.207873513526261,2.39658361168453
"123","central","mexico",1991,0.915398518651918,0.326907626747808,68,0.216944388448205,2.49777046170408
"124","central","mexico",1992,0.827879598651356,0.29185467118318,70,0.194864193434287,2.28846113596983
"125","central","mexico",1993,0.889666800979538,0.323161717003963,67,0.2115890224357,2.43431840363634
"126","central","mexico",1994,0.802284720100273,0.28439920575259,66,0.191491845868003,2.23063147961364
"127","central","mexico",1995,0.889776796282541,0.319406238599779,69,0.210145114516238,2.43458618195366
"128","central","mexico",1996,0.944266733367785,0.345216080983736,71,0.221519504303755,2.57092751189295
"129","central","mexico",1997,0.936251385095678,0.333817302846345,72,0.218920850737603,2.55040299795085
"130","central","mexico",1998,1.09467971515342,0.402214539139913,71,0.256805518295976,2.9882254467786
"131","central","mexico",1999,0.928673338364128,0.317338960382551,71,0.217861384188369,2.53114897094762
"132","central","mexico",2000,1.02899589571452,0.364052026266577,70,0.242202435707133,2.79825468407094
"133","central","mexico",2001,0.992601406501176,0.348936723477667,73,0.23135084251851,2.69824458132004
"134","central","mexico",2002,0.94948503191557,0.329107674462083,73,0.221301481796884,2.58437844416177
"135","central","mexico",2003,0.973275772339137,0.342778621062521,76,0.224736943114301,2.64659993378822
"136","central","mexico",2004,0.965758275980502,0.336699327983327,79,0.22102524359805,2.6267787247026
"137","central","mexico",2005,1.10741426348156,0.389861362863084,83,0.250611950457693,3.02652247829834
"138","central","mexico",2006,0.986881792718452,0.342497747830509,83,0.223335005787989,2.68285571556048
"139","central","mexico",2007,0.970057599893273,0.335647782531132,82,0.220131473203222,2.63809640904957
"140","central","mexico",2008,1.00862029841905,0.351421685185022,82,0.228882359375449,2.74181551698514
"141","central","mexico",2009,0.969903325947806,0.327293469439039,82,0.220096464404882,2.63768945090035
"142","central","mexico",2010,0.893412271580145,0.292012644238039,82,0.202738641027514,2.44345316796634
"143","central","mexico",2011,1.33228503240082,0.470842876623781,83,0.30150103854168,3.78969307286026
"144","central","mexico",2012,1.02862369446554,0.357487683381247,87,0.230328002085145,2.79721336398489
"145","central","mexico",2013,1.03963884904014,0.35775954847801,87,0.232794500338565,2.82819542439637
"146","central","mexico",2014,1.0981184012693,0.379796292726832,87,0.245889161194862,2.99851870363049
"147","central","mexico",2015,1.08682597082222,0.371122119149735,89,0.242128317221445,2.96484860613979
"148","central","mexico",2016,1.04746096823415,0.357869990150071,88,0.233947324411022,2.85040465449224
"149","central","morelos",1980,1.95976431441395,0.740957376687496,47,0.509010177569171,7.09765405325689
"150","central","morelos",1981,1.93167781469721,0.724708761828404,48,0.498986699283845,6.90107926574663
"151","central","morelos",1982,2.58560839394688,0.861251446894338,50,0.660938954182837,13.271360849922
"152","central","morelos",1983,1.88136970566163,0.727405278253092,49,0.483416386562088,6.56248738520637
"153","central","morelos",1984,1.87485631491733,0.722314129090556,49,0.481742776208737,6.51988224320496
"154","central","morelos",1985,1.94844207846552,0.756192716032362,29,0.578637036019892,7.01774596215288
"155","central","morelos",1986,2.06768067292926,0.786641458106205,45,0.543174152813852,7.90646415950582
"156","central","morelos",1987,1.96644750431312,0.759194165403591,46,0.513614961724119,7.145247885294
"157","central","morelos",1988,1.91121710994511,0.745414995111044,44,0.505053206851629,6.76131305396449
"158","central","morelos",1989,1.89508056318741,0.739032823220652,43,0.503849969396792,6.65308437672628
"159","central","morelos",1990,1.94886988929723,0.752652336585337,43,0.518151076611318,7.02074887218265
"160","central","morelos",1991,2.02954496225925,0.769960734461103,47,0.527134326319807,7.61062245028973
"161","central","morelos",1992,1.98432619498178,0.751014116420173,66,0.473625230995051,7.27414437881795
"162","central","morelos",1993,1.9707744630166,0.7103285570675,62,0.477516426447806,7.17623206310672
"163","central","morelos",1994,1.93020012944898,0.711766447650344,60,0.471430799268495,6.89088917344751
"164","central","morelos",1995,1.92699818197043,0.736176122311627,66,0.459942000146386,6.86886019487075
"165","central","morelos",1996,1.87314948484138,0.728709140530573,63,0.452109238183717,6.50876340378473
"166","central","morelos",1997,1.85625158853236,0.726833598124302,61,0.451546714850529,6.399703035157
"167","central","morelos",1998,1.91536126800948,0.737884761393087,63,0.4622976066428,6.7893911438195
"168","central","morelos",1999,2.10764126635824,0.789028311252395,63,0.508706910478361,8.22880880745171
"169","central","morelos",2000,2.18245075933917,0.802471457879986,70,0.513699706601628,8.86801301455425
"170","central","morelos",2001,2.18233567932446,0.800245136390877,70,0.513672619360582,8.86699254220525
"171","central","morelos",2002,2.41189095224132,0.845759468942275,77,0.555248386612138,11.1550348522548
"172","central","morelos",2003,2.31348240013814,0.823730465618753,78,0.531016070196278,10.1095689906269
"173","central","morelos",2004,2.30548413273753,0.820762467597337,76,0.532354211535245,10.0290324602294
"174","central","morelos",2005,2.31213038357811,0.818409480082061,76,0.53388888252936,10.0959099216612
"175","central","morelos",2006,2.31003370211257,0.814884681341203,77,0.53179953468698,10.0747641901289
"176","central","morelos",2007,2.34050131715564,0.822835008689056,78,0.537217750889735,10.3864421594359
"177","central","morelos",2008,2.22693121243306,0.800592051665217,76,0.51421573148298,9.27137051186948
"178","central","morelos",2009,2.18695935833219,0.798020616279582,75,0.506535119685814,8.90808559682268
"179","central","morelos",2010,2.25280597899124,0.812167163134341,70,0.530259739188162,9.51439560967954
"180","central","morelos",2011,2.22696628636674,0.809403014209501,68,0.5277786988361,9.27169570100672
"181","central","morelos",2012,2.29090813447885,0.818425886145622,75,0.530611335627382,9.88390952576203
"182","central","morelos",2013,2.26567988903056,0.816856609652715,74,0.526404652338534,9.63767492357242
"183","central","morelos",2014,2.28205550245612,0.817812541005901,72,0.533606187377835,9.7967970679609
"184","central","morelos",2015,2.21979465913217,0.789752474909145,73,0.517379243314328,9.20544041867154
"185","central","morelos",2016,2.33401450881334,0.835395135332762,73,0.544001065813271,10.3192853519478
"186","central","puebla",1980,1.5662540061358,0.560536028781112,81,0.356416458811559,4.78867620163602
"187","central","puebla",1981,1.48579331086242,0.540692011739007,72,0.347418589507347,4.41846924242704
"188","central","puebla",1982,1.84151519478845,0.667979754747743,72,0.430595969743865,6.30608597448122
"189","central","puebla",1983,1.64530831299589,0.589506266644011,71,0.385979796854435,5.18260752590536
"190","central","puebla",1984,1.52605594513703,0.546337818094443,66,0.364243843252563,4.59999835155342
"191","central","puebla",1985,1.52424452009494,0.54374415223263,67,0.362510332637758,4.5916733416879
"192","central","puebla",1986,1.6547914527004,0.583230093479363,71,0.38820448648116,5.23198869128227
"193","central","puebla",1987,1.5915911664683,0.564788945714967,72,0.372156984477076,4.91155782016619
"194","central","puebla",1988,1.53426776250957,0.551545894998892,75,0.355361201273325,4.63792822136577
"195","central","puebla",1989,1.45581269550206,0.529678107399447,66,0.347477963016572,4.28796686132156
"196","central","puebla",1990,1.48435999884625,0.53053420974756,70,0.349384879652174,4.41214073381594
"197","central","puebla",1991,1.53244610523602,0.543819162850613,75,0.354939276018259,4.62948719634869
"198","central","puebla",1992,1.54975396274627,0.553014182483069,78,0.35571667155086,4.71031112799715
"199","central","puebla",1993,1.58894257043974,0.56504121232405,78,0.364711674258728,4.89856629986889
"200","central","puebla",1994,1.52607441470838,0.539972071275701,81,0.347273198754789,4.60008331233575
"201","central","puebla",1995,1.49171528269406,0.528361919506599,77,0.34341208636769,4.4447129232925
"202","central","puebla",1996,1.47539706019516,0.518786682073699,79,0.337662128033441,4.37277168185419
"203","central","puebla",1997,1.64701908160249,0.571435275199204,82,0.373751761613808,5.19148135653213
"204","central","puebla",1998,1.57857946979733,0.551019602753183,72,0.369114498505793,4.84806409597867
"205","central","puebla",1999,1.74880909525143,0.596161020607846,77,0.402598395971692,5.74775357147777
"206","central","puebla",2000,1.73589979410852,0.595396361553376,82,0.393921122882105,5.67403096719833
"207","central","puebla",2001,1.69854269676134,0.570862546850965,85,0.382326362952735,5.46597600024306
"208","central","puebla",2002,1.92995650740059,0.652263008532658,83,0.436756307524507,6.88921060538827
"209","central","puebla",2003,1.7788103650129,0.622500064697417,81,0.404785742741285,5.92280624832316
"210","central","puebla",2004,1.78214482866944,0.611274270288115,84,0.402215868896831,5.94258859392976
"211","central","puebla",2005,1.89276387099731,0.652956666897567,85,0.426043765697825,6.63768906809188
"212","central","puebla",2006,1.76019154859551,0.607753359131021,84,0.397261188739515,5.81355086526044
"213","central","puebla",2007,1.77361019984394,0.612974168159876,87,0.397144355127992,5.89208662036373
"214","central","puebla",2008,1.73044801521117,0.593128198305535,92,0.382691049288393,5.64318157335412
"215","central","puebla",2009,2.13812719872726,0.714979550519522,95,0.469518006222557,8.48353476737493
"216","central","puebla",2010,1.72144653088324,0.581972883903611,94,0.378898269511612,5.59261250266393
"217","central","puebla",2011,1.86582341543626,0.623366327504932,96,0.408782007236883,6.46125399246024
"218","central","puebla",2012,1.7731184334449,0.59625317193681,97,0.387591356432527,5.88918980248083
"219","central","puebla",2013,1.833029674139,0.612167730302074,100,0.398037336321741,6.25280194282483
"220","central","puebla",2014,1.85474139011264,0.613222889305104,101,0.401883630848732,6.3900455079733
"221","central","puebla",2015,1.85511623323058,0.615059992447802,107,0.397000681803104,6.39244122153557
"222","central","puebla",2016,1.86515330051427,0.615411648733029,106,0.399952323354917,6.45692566014714
"223","central","tlaxcala",1980,1.00851709070508,0.484820678653022,39,0.275283232034739,2.74153255507569
"224","central","tlaxcala",1981,1.05246816274172,0.494913375546039,38,0.289331473270419,2.8647129774057
"225","central","tlaxcala",1982,1.14249593092132,0.561801030484846,38,0.314080788950235,3.13458231050997
"226","central","tlaxcala",1983,1.12063741184654,0.572498667278142,26,0.34395463693874,3.06680840041814
"227","central","tlaxcala",1984,1.06707724385176,0.535763693757358,26,0.327515539026894,2.90687099681595
"228","central","tlaxcala",1985,1.02831868664738,0.515992327740318,24,0.323568681193419,2.79636032213865
"229","central","tlaxcala",1986,1.16894570120201,0.577528530584755,24,0.367818093589065,3.21859748562986
"230","central","tlaxcala",1987,1.17377899239785,0.577129008801464,30,0.345107578503495,3.23419155951276
"231","central","tlaxcala",1988,1.24647481693266,0.624418481512095,28,0.374069122446246,3.47806052120654
"232","central","tlaxcala",1989,1.15418875035483,0.566969621300611,28,0.346373923578341,3.17144953632764
"233","central","tlaxcala",1990,1.12857528977889,0.552316548367561,29,0.335157748757532,3.091249226957
"234","central","tlaxcala",1991,1.23828781742305,0.599380582593207,32,0.35729433867789,3.44970188589099
"235","central","tlaxcala",1992,1.16415639757937,0.551674410544719,35,0.327438095355334,3.2032194993491
"236","central","tlaxcala",1993,1.12165554255987,0.52618837471599,29,0.333102762332698,3.06993240229377
"237","central","tlaxcala",1994,1.05095239698528,0.508161379181194,28,0.315392525811696,2.86037403281508
"238","central","tlaxcala",1995,1.14500034896586,0.564523790931452,26,0.351432296619785,3.14244245344411
"239","central","tlaxcala",1996,1.16233634173537,0.566910189562595,31,0.338480102726427,3.19739476326009
"240","central","tlaxcala",1997,1.21630138998085,0.592084574258635,30,0.357609763120083,3.37468298647967
"241","central","tlaxcala",1998,1.29888758215027,0.645196687175184,29,0.385736106279528,3.66521714599727
"242","central","tlaxcala",1999,1.30277628001918,0.64272202430145,32,0.375901775714287,3.67949781671287
"243","central","tlaxcala",2000,1.30104316913598,0.63322864323568,31,0.378872456902776,3.67312636181577
"244","central","tlaxcala",2001,1.25138859304733,0.624249439637597,30,0.367925895684356,3.4951929900068
"245","central","tlaxcala",2002,1.37571593333509,0.653183822633464,32,0.396947710938895,3.95790930803944
"246","central","tlaxcala",2003,1.3093646531703,0.638924582030273,33,0.37447785544646,3.70381975436084
"247","central","tlaxcala",2004,1.31399142735081,0.630709207564546,34,0.372619707536522,3.72099619708905
"248","central","tlaxcala",2005,1.32964810493347,0.63993674902661,38,0.365530339777157,3.77971309113047
"249","central","tlaxcala",2006,1.36207860809646,0.649453285874387,37,0.377211180383503,3.90430038354162
"250","central","tlaxcala",2007,1.32215169064902,0.620337232834505,38,0.363469518684466,3.75148473384719
"251","central","tlaxcala",2008,1.36565157765187,0.646510642256996,39,0.372766097465457,3.91827528102173
"252","central","tlaxcala",2009,1.36618054444497,0.648548863699417,39,0.372910483405749,3.92034846680647
"253","central","tlaxcala",2010,1.35429044300493,0.634628345041566,39,0.369664980098169,3.87401114946602
"254","central","tlaxcala",2011,1.24823927241791,0.541270479749165,39,0.340717420092167,3.48420282148534
"255","central","tlaxcala",2012,1.36590514402136,0.638947671258254,40,0.370276437875482,3.91926894983456
"256","central","tlaxcala",2013,1.46287852220025,0.679124952295372,40,0.396564469074426,4.31837218492387
"257","central","tlaxcala",2014,1.40125374459848,0.630460689150447,42,0.374900375823491,4.060287340366
"258","central","tlaxcala",2015,1.45151677389518,0.635790215174791,44,0.383574005088176,4.26958560232503
"259","central","tlaxcala",2016,1.29510854917256,0.549641780127807,44,0.342241978986547,3.65139230824377
"260","central","veracruz",1980,1.83637319998079,0.661966426413463,63,0.443232798654409,6.27374333724203
"261","central","veracruz",1981,1.68396685688367,0.619979546638899,69,0.397714808320308,5.38688263570755
"262","central","veracruz",1982,1.73351840434634,0.652996623632325,64,0.416823067540037,5.66053496394278
"263","central","veracruz",1983,1.72947545777588,0.654331861007793,69,0.4084629085022,5.63769592314362
"264","central","veracruz",1984,1.86021479184186,0.68741176092794,65,0.445625829988785,6.42511668587379
"265","central","veracruz",1985,1.79736050072882,0.659643026386228,60,0.4389861364656,6.03370047962558
"266","central","veracruz",1986,1.97390112180469,0.739791273296926,60,0.482104300653534,7.19870480614418
"267","central","veracruz",1987,1.85451817321291,0.720367072201577,58,0.456728038885428,6.38861930100851
"268","central","veracruz",1988,1.8124074730924,0.694119800945907,57,0.448277143431604,6.12517589207783
"269","central","veracruz",1989,1.75531602144771,0.670583719098526,51,0.446437910887586,5.78527572431054
"270","central","veracruz",1990,1.67327352060109,0.656831670908322,52,0.423480210226523,5.32958578141262
"271","central","veracruz",1991,1.76372177523849,0.698112905179009,57,0.436235322878589,5.83411028577055
"272","central","veracruz",1992,1.81090935767863,0.697877808424095,61,0.440516887044599,6.11600654174934
"273","central","veracruz",1993,1.81850090241699,0.717637156102253,59,0.445980184715389,6.16261316332342
"274","central","veracruz",1994,1.64667234896571,0.646796100656548,54,0.412804947260693,5.18968161254562
"275","central","veracruz",1995,1.65147797625423,0.649522809668351,60,0.40335588545531,5.21468130962282
"276","central","veracruz",1996,1.72774612124055,0.670031603537039,69,0.408054478404031,5.62795487481166
"277","central","veracruz",1997,1.75460750031334,0.680440421297416,67,0.417297448146754,5.7811781859594
"278","central","veracruz",1998,1.80965513084383,0.692975971279709,70,0.425952020125343,6.10834049071129
"279","central","veracruz",1999,1.9306809407761,0.757546572494054,70,0.454438767323367,6.89420318765997
"280","central","veracruz",2000,1.87676203903774,0.736181762051341,71,0.440277499876528,6.53231918698591
"281","central","veracruz",2001,1.86310941015935,0.731948702741721,70,0.438533952379016,6.44374188974811
"282","central","veracruz",2002,1.91057380071511,0.752746568943759,76,0.441166345418254,6.75696483764372
"283","central","veracruz",2003,1.9346397860437,0.756450281705012,78,0.444059922984048,6.92155036723312
"284","central","veracruz",2004,1.9514302752733,0.762904471435964,75,0.451982778865128,7.038747731317
"285","central","veracruz",2005,1.95858458318674,0.769175876163256,78,0.449555997680698,7.08928566632459
"286","central","veracruz",2006,1.95574936023155,0.761800984346391,77,0.45023871244144,7.06921442753116
"287","central","veracruz",2007,2.01184950522502,0.784945868478959,75,0.465976848648966,7.47713356439348
"288","central","veracruz",2008,1.95633097818623,0.766674782394811,75,0.453117860835028,7.07332720548455
"289","central","veracruz",2009,1.97498199296898,0.770730730964045,78,0.453319712547706,7.2064898851652
"290","central","veracruz",2010,1.98537125604041,0.77649568864863,78,0.455704371124793,7.28175027746517
"291","central","veracruz",2011,1.96824097241435,0.767723581108436,78,0.45177243894674,7.15807415776886
"292","central","veracruz",2012,1.97420912293726,0.765569070231494,81,0.449250646315515,7.20092235686409
"293","central","veracruz",2013,1.93085376747736,0.758446368759918,82,0.438161284877873,6.89539479302236
"294","central","veracruz",2014,1.98717835675169,0.766898325519612,85,0.44729559941231,7.29492103042522
"295","central","veracruz",2015,1.87044429981856,0.699045997409363,85,0.421019835190982,6.49117978869696
"296","central","veracruz",2016,1.97372395761697,0.761447987003698,81,0.449140242189032,7.1974295664213
"297","central_west","aguascalientes",1980,1.64118847995395,0.721343908706084,35,0.461611198557706,5.1612999701007
"298","central_west","aguascalientes",1981,1.58239204730805,0.698674616601518,38,0.435011564764442,4.86658299606038
"299","central_west","aguascalientes",1982,2.02148077866681,0.821368409419644,38,0.555720384316302,7.54949579315115
"300","central_west","aguascalientes",1983,1.01719599024922,0.462581856250717,31,0.29621426338475,2.7654295907039
"301","central_west","aguascalientes",1984,1.38175872675465,0.593055627693723,38,0.379855944596672,3.98189854436303
"302","central_west","aguascalientes",1985,1.37178512127701,0.604555586917526,43,0.364720057184208,3.94238204777053
"303","central_west","aguascalientes",1986,1.82348316082415,0.75422493858033,43,0.484814182902869,6.19339350871234
"304","central_west","aguascalientes",1987,1.56110192163514,0.671458682099485,43,0.415054204407116,4.76406798344198
"305","central_west","aguascalientes",1988,1.20931416503756,0.530392714464416,44,0.319570180679713,3.35118550403663
"306","central_west","aguascalientes",1989,1.97275347315355,0.760631071720132,45,0.518237032690697,7.19044796116825
"307","central_west","aguascalientes",1990,1.14671199725303,0.468146767476272,43,0.304879283734037,3.14782581558405
"308","central_west","aguascalientes",1991,1.55679570385847,0.608157767535506,42,0.41651506496004,4.74359697714169
"309","central_west","aguascalientes",1992,1.61357645227434,0.629430056823283,44,0.426399469469397,5.02073557711145
"310","central_west","aguascalientes",1993,1.43507001524384,0.558028093382022,44,0.379227827902991,4.1999390582511
"311","central_west","aguascalientes",1994,1.47750326633341,0.589028758516301,44,0.390441127233775,4.38199134626026
"312","central_west","aguascalientes",1995,1.33490847393076,0.56519319355558,42,0.357149938400348,3.799648163643
"313","central_west","aguascalientes",1996,1.39353946754237,0.579691951494192,45,0.36607907091507,4.02908566282194
"314","central_west","aguascalientes",1997,1.92984507510789,0.742482717420261,43,0.513092900070814,6.88844296762622
"315","central_west","aguascalientes",1998,1.09643474042621,0.460460659971884,40,0.297227045249048,2.99347446268896
"316","central_west","aguascalientes",1999,1.90535292014743,0.723474387777543,47,0.494877889694713,6.72177946047474
"317","central_west","aguascalientes",2000,1.95322320895636,0.736794102265054,47,0.50731125427213,7.0513790593941
"318","central_west","aguascalientes",2001,1.34134747617265,0.562777832376486,49,0.344658122273486,3.82419304415336
"319","central_west","aguascalientes",2002,1.21147131310396,0.52221796112703,48,0.312944564152156,3.35842230999155
"320","central_west","aguascalientes",2003,1.31729449708613,0.540505812447844,47,0.342141297778052,3.73330722791653
"321","central_west","aguascalientes",2004,1.30168087856404,0.542366488817377,46,0.339985060956007,3.67546949616716
"322","central_west","aguascalientes",2005,1.72930181052364,0.688151567779752,47,0.449152081794362,5.63671703773045
"323","central_west","aguascalientes",2006,1.4706169690392,0.598671552536929,42,0.393458255872979,4.35191931242913
"324","central_west","aguascalientes",2007,1.77251608506377,0.673053105764978,43,0.47126343468617,5.8856435266911
"325","central_west","aguascalientes",2008,1.25888890915432,0.500244281716962,40,0.341265938563098,3.5215065991246
"326","central_west","aguascalientes",2009,2.17872308456537,0.799139424961501,40,0.590619214226586,8.83501748265972
"327","central_west","aguascalientes",2010,1.84573192226252,0.72054984014659,39,0.503808069999978,6.33273316294552
"328","central_west","aguascalientes",2011,2.35209375616446,0.830161911114219,42,0.629294184980621,10.5075469504238
"329","central_west","aguascalientes",2012,1.8858116019254,0.727801027833562,40,0.511215295968073,6.59170210975674
"330","central_west","aguascalientes",2013,1.47212101505382,0.581220891057087,42,0.393860657949199,4.35846972415243
"331","central_west","aguascalientes",2014,1.55127194475994,0.613803099403246,40,0.420526602741091,4.71746672522816
"332","central_west","aguascalientes",2015,1.60338437024889,0.632487089636142,41,0.431763364611866,4.96982371792394
"333","central_west","aguascalientes",2016,1.61290201677868,0.630709149972775,42,0.431526106237141,5.01735055644131
