"","region","crop_group","FAO_crop","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"299","north_west","Fruits","Apples",323,83,84,157,313,1307,1610,1669,2089,1700,1334,847,900,796,641,342,485,432,421,516,429,442,397,358,215,219.5,142.5,117.5,166,169,179,151.69,164.69,164.69,156.69,167,166.69
"300","north_west","Fruits","Apricots",74,76,90,88,85,70,118,114,135,121,110,196,260,233,294,246,185,188,192,192,162.5,182,190,180,81,61,61,21,38,39,48,34,35,36,31,34,22
"301","north_west","Fruits","Avocados",4837,4767,3567,1547,4555,3821,3170,2856,3027,2837,3226,4149,3174,3924,3051,3108,3161,2856,2871,2633,2918.25,2719.75,2656.55,2520.25,2512.5,2616.25,3031.55,2855.8,2926.51,3073.51,2863.01,3084.61,3777.96,4209.7,4371.95,4449,4696.62
"302","north_west","Fruits","Bananas",6435,6099,5815,3230,8486,7289,6930,5893,4761,5599,5762,5765,5726,6602,6752,6629,6562,6587,6034,6481,6571.22,6811,5190.25,6246.5,6966,6676.25,6705.75,6833,6773.7,6789.2,6665.25,5500,3671,3103.7,3090.6,3063,2811.6
"303","north_west","Fruits","Berries nes",54,54,54,56,56,56,6,6,6,10,10,10,11,11,16,15,16,10,20,20,23,23,23.25,25,61.5,61.5,56,50,38,31,17,100,100,97,147,148,148
"304","north_west","Fruits","Blueberries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,211,211,323,NA,NA
"305","north_west","Fruits","Cherries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
"306","north_west","Fruits","Cranberries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,524
"307","north_west","Fruits","Dates",474,427,313,NA,457,428,500,480,573,596,580,516,563,539,480,499,599,573,852,578,851,883,716,538,555.5,600.5,621,587,618.5,638,647.25,983.25,945.75,1002.5,1163.5,1049,1183
"308","north_west","Fruits","Figs",339,304,279,281,266,66,326,308,284,302,234,300,300,327,305,319,347,358,379,299,256,231,282.5,270,270,284,284,292,263.5,273.5,292.5,279.5,285.5,304,282.5,283,281.5
"309","north_west","Fruits","Fruit, fresh nes",1917,1518,1756,1505,906,474,502,516,630,472,445,459,502,573,561,1056,712,622.5,652,685,811.75,763.25,821.75,776.25,820,891,1166.25,1233.11,1317.61,1261.3,1354.5,1274.5,1085.75,1151.25,1079,1100,1187.45
"310","north_west","Fruits","Fruit, tropical fresh nes",385,796,812,353,719,832,401,420,433,408,409,518,543,539,563,646,628,462,468,834,896.5,1057.25,1661,1557.5,1493.5,1531.25,1828.75,2657.65,2862.42,2180.42,2530,2660.6,2848.35,2977.47,2905.47,3107,3309.94
"311","north_west","Fruits","Grapefruit (inc. pomelos)",1275,1207,729,724,663,65,25,14,39,31,34,102,142,276,122,215,225,278,293,477,382.5,516.5,768.5,667.5,834.5,844.5,701.5,532.5,543,827.5,655.5,717,724,620.9,573.9,665,668.85
"312","north_west","Fruits","Grapes",22367,28374,32168,28825,35016,35569,48616,34328,33310,33904,31401,31241,30509,31773,31811,33108,33517,32138,32007,33238,32602.03,31710.5,26887.07,27072.5,28076.5,25031.9,24175.4,24062,21524.2,20536.77,21977.34,22294.2,22176.46,22530.62,22360.75,23492,24058.21
"313","north_west","Fruits","Lemons and limes",1135,1112,944,483,623,548,1003,1046,1316,832,1803,852,919,906,929,990,1027,1152,1207,1395,1454.25,1552.75,1456.3,1429.3,1461,1824.5,1896.5,2561.9,2587.5,2690,2760.95,2755.16,2964.92,3075.4,3088.51,2984,3217.85
"314","north_west","Fruits","Mangoes, mangosteens, guavas",13379,13693,14144,8079,15223,18582,21220,21499,23908,21677,22194,23546,26036,28829,27841,25607,28554,34677,33670,35560,35493.8,39787.05,42347.4,38204.25,45635.62,43820.75,49024.64,48820.97,49635.47,47904.85,49931.27,52424.24,54580.64,54293.08,52769.79,56113,57261.68
"315","north_west","Fruits","Melons, other (inc.cantaloupes)",7171,4896,4470,8255,8692,6007,7549,8941,10311,8905,13049,14398,14408,6395,6715,5774,6101,6690,6309,6420.5,6827,5068.3,4588.05,3599.75,3753.19,3909.75,3946,4486.5,5374,3299.25,3849.25,3694.3,3893.1,3531.5,2731.07,3543,4013
"316","north_west","Fruits","Oranges",5599,5560,4684,3929,483,494,6010,5876,6326,6919,7889,9235,9448,11483,11774,12724,12687,12259,11489,12048,10528.5,11892.25,11792.3,11316.9,10361.25,11567.35,12173,12899.75,11622,10754.25,10387,10848.26,10559.85,9978.11,10040.98,10440,10249.18
"317","north_west","Fruits","Papayas",350,408,330,296,527,756,930,673,792,672,545,669,394,549,568,687,841,1102,833,1308,1220,1315,1180.5,740.25,985.5,964.5,688,844.7,835,747,734.25,884.5,578.9,679.9,530,635,521
"318","north_west","Fruits","Peaches and nectarines",1024,949,1208,1476,2029,2243,2731,2663,2959,2387,1631,1611,1378,1544,1097,238,413,339,300,317,283,241,476,497,466,461,485,721,699,655,629,730.5,533.99,496.99,495.99,506,337.99
"319","north_west","Fruits","Pears",27,30,23,11,14,12,15,13,17,20,20,25,16,16,14,12,13,14,6,5,3,5,4,4,11,9,9,10,9,9,9,9,9,9,9,11,9
"320","north_west","Fruits","Persimmons",NA,5,20,20,40,41,48,25,26,43,38,40,40,40,40,40,41,48,44,44,26,44,26,45,33,41,33,43,37,37,37,17,17,17,17,16,4
"321","north_west","Fruits","Pineapples",808,685,68,NA,NA,388,388,382,316,434,436,435,609,561,669,671,676,967,964,767,801.5,836.5,1102.5,514,873.5,1055.5,898.5,1212.9,1420.75,915.75,934.75,1013.63,1218.58,1249.58,1338.58,1364,1363.58
"322","north_west","Fruits","Plums and sloes",1149,1033,1278,1372,1323,1790,1421,1571,1609,1779,1773,1790,1770,1569,1565,1648,1634,1660,1790,1810,2255.38,2250.88,2371.88,2248.5,2265,1940,1880,2496.45,2494.25,2491,2506,2508.05,2093.5,2147.55,2150.75,2150,2099.25
"323","north_west","Fruits","Quinces",141,124,135,122,120,66,127,33,392,385,416,427,428,402,87,83,79,81,80,84,84,80,85,82,80,77,76,65,65,71,69,69,68,68,37,28,24
"324","north_west","Fruits","Raspberries",NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,25,NA,55,76,98,202,115,160,160,100,229,509,511,562
"325","north_west","Fruits","Strawberries",125,17,10,12,15,46,2,210,491,414,343,266,473,391,491,862,600,466,556,638,773,826,812,979,1152,1512,1742.5,1565.5,1484.5,1682.2,1623.9,1974.4,2393.3,2261.25,2449.3,2665,1991
"326","north_west","Fruits","Tangerines, mandarins, clementines, satsumas",156,161,60,61,43,18,20,14,23,11,14,27,134,106,97,113,126,122,44,109,121,138,140,119,156,173,158,51.5,91.5,190.5,119.5,241.5,206.5,200.47,206.47,259,295.75
"327","north_west","Fruits","Watermelons",10274,7057,8535,10321,16363,9448,10226,13677,13810,12301,10051,9257,11235,8104,8096,9798,10737,12469,11122,16993.5,17942.25,15549.5,11841.05,12340.5,13600.68,12587,14316.75,18513.75,22015.25,13115.04,17302.84,14203.55,11708.06,12773,11575.4,12186,15116.63
"328","north_west","Live plants","live plants",NA,NA,NA,3810,490,167,10344,11427,10999,5411,5388,2912,3978,2133,2842,2812,4027,4636,4337,2992.2,4174.75,4057.5,2034,4849.5,3924.5,3098,3935.25,4378.75,4409,3934,4647.5,672.75,6522.32,2975.09,3212.6,922,11
"329","north_west","Nuts","Almonds, with shell",399,407,407,407,7,39,370,NA,125,53,47,73,42,124,88,72,63,64,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","north_west","Nuts","Nuts, nes",NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"331","north_west","Nuts","Pistachios",NA,NA,NA,NA,6,27,33,NA,NA,NA,NA,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"332","north_west","Nuts","Walnuts, with shell",1056,1322,1528,1547,1934,2482,3495,3122,3173,3247,2766,2785,2804,3034,2763,2790,2657,2846,2913,2912,2582,2658,3328,3358,2843,3480,3213,3845,6684,4218,7455.5,7384,7412,7448,7979.55,8060,8902.5
"333","north_west","Oils","Coconuts",1217,2755,1874,1824,1839,2958,881,770,1597,1729,1655,9474,7329,9177,8541,7875,7880,7222,7145,6273,6273,6278,6194,5687,5828,5326,4299,5096,5088,5067,4988,5026,4985,4890,4871,4837,4773
"334","north_west","Oils","Groundnuts, with shell",14318,17853,17617,18557,18543,22361,15616,6930,13067,11350,11570,17713,15177,8965,11686,14364,16519,19749,18493,19901,21212.05,22628.75,14646.75,18228.25,19087.5,10206.75,10778,16128.9,17750,15905,12906.15,21515.73,15005.27,18000.6,21524.91,22584,17331
"335","north_west","Oils","Linseed",1607,1329,294,599,245,119,176,60,NA,136,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","north_west","Oils","Mustard seed",6,5,NA,NA,NA,7,NA,5,24,21,11,39,31,NA,4,35,12,16,32,33,10,8,NA,13,NA,NA,NA,8,1,8,10,25,3,3,NA,NA,3
"337","north_west","Oils","Oilseeds nes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,261,465,NA
"338","north_west","Oils","Olives",6368,2589,4091,3988,3928,4429,4396,4580,4668,2444,3749,3771,4682,5080,4887,6024,3506,5719,6036,4433,4320,4590.5,4853,4033,3825.5,3619.5,3184.5,4078,5077,3258,5783.5,3504,4396,3461.85,2437,2305,4502.5
"339","north_west","Oils","Rapeseed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,842,141,100,NA,497,1499,115,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","north_west","Oils","Safflower seed",250498,290928,129793,211273,128962,120784,51573,87243,146180,96554,72958,30234,12882,15061,34852,56087,80542,68372,64321,113342,45501,54894.01,21985,78267,138942,61364,23706,46470.5,46462,35620.64,41389.5,52324.67,166703.78,59058.7,61345.96,40780,43112.07
"341","north_west","Oils","Sesame seed",131041,49972,36290,100550,56312,75562,64317,55978,36838,37564,77346,38020,15463,11843,5234,16712,34875,24101,30294,28551,41177,41943,15277,29362,29861,15819,18661,24087,29960,25397,32603.21,33946.74,25470.59,31000.13,53281.89,34486,43424.85
"342","north_west","Oils","Soybeans",114108,284949,326359,311012,291186,388981,272854,368014,38468,370942,210179,272891,249610,187297,217046,72643,544,36815,32863,1696,829,23641,5679.18,150,310,4477,NA,2,NA,3,801,1248,1444,3668,6782,25159,57576.78
"343","north_west","Oils","Sunflower seed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA
"344","north_west","Pulses","Beans, dry",177855,255613,280126,184328,162062,84564,176507,193184,164380,116719,138379,246179,126468,180733,212435,247060,182958,196066,260428,293217,150038.25,122959.75,221472.45,233658.85,129118.31,141425.75,189356.74,142226.93,147586.05,150817.45,212130.79,104922.21,141757.84,142513.02,183423.04,95888,119106.64
"345","north_west","Pulses","Broad beans, horse beans, dry",8,4,NA,20,18,24,23,39,42,35,82,64,129,18,29,63,71,116,54,90,136,131,179,78,45,102,89.5,82,90,65,43,28.5,40.5,75,60,48,7
"346","north_west","Pulses","Chick peas",72139,10654,30803,56482,39030,48697,64590,117290,32267,70062,84022,48103,30944,60165,37785,63028,124644,100783,46336,108355,117376,168945,121660,95212.5,51182,78314,96082,71003,74237.74,66512.19,56164.79,30403.33,121538.95,108487.19,85707.76,63502,49950.39
"347","north_west","Pulses","Lentils",14,6,1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","north_west","Roots and tubers","Potatoes",9760,7517,11367,9588,11102,5098,10071,11139,13754,12426,16256,14736,16847,15616,12855,13333,13051,13912,13280,15273.1,18458.5,19945.85,18580.75,21102.5,20937.5,27373,24148.5,26931.5,26850,24389.36,24468.38,22563.18,29368.83,24964.25,25930.69,28855,30574.04
"349","north_west","Roots and tubers","Roots and tubers, nes",796,873,781,1043,1259,936,1280,940,2020,1522,1808,1333,787,917,1131,1316,1063,1082,1548,1318,1415.5,1254,1323.5,1172.5,2081.5,1870,2228,2203,2185.25,2044,2050,1841.5,1978.05,2276.28,2426.95,2447,3726.5
"350","north_west","Roots and tubers","Sweet potatoes",38,65,88,42,90,37,16,68,62,76,120,61,75,59,54,132,155,176,95,164,209.75,105,120.5,70.5,114.5,110,143.25,160.5,148,105.25,85.5,134.5,115,79,118,160,59.25
"351","north_west","Sugar crops and sweetners","Sugar cane",NA,353,23,NA,NA,309,456,443,422,35,72,469,465,474,454,561,798,641,698,52877,53201.98,51851,48836.8,49540.5,53265,50407.5,53305.2,58962.45,62640.7,59648.19,53971.19,52712.96,55991.98,54996.66,43240.25,1937,37970.25
"352","north_west","Sugar crops and sweetners","Sugar crops, nes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,24,18,27
"353","north_west","Vegetables","Artichokes",14,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,8,NA,NA,55,42,216,246,292,79,99,15,36,15,NA,22,62,36,5,23,78,160,35,70,6,NA
"354","north_west","Vegetables","Asparagus",2430,2430,2246,2272,2547,3131,3058,3915,4182,4767,6898,7105,7877,7501,6553,6432,6653,8407,9765,9260,10273,11493,11040,10624,10521,10606,10727,9772.5,9583,10009,10329.5,11941,12857,14397.6,16598.1,18136,20319.93
"355","north_west","Vegetables","Beans, green",2479,1923,1299,1970,2991,133,2532,2740,2885,2701,1443,2649,2121,1088,1957,2260,3103,3234,2949,3391,3314.5,2854,3240.5,2372,3305.5,3090,2686,2765,3167,2319.1,2388.95,1517.25,3745.62,2111.91,2616.36,2784,2108.96
"356","north_west","Vegetables","Cabbages and other brassicas",733,537,423,347,805,779,865,1083,1080,1146,1169,1253,1389,1355,1347,977,1172,1155,1401,892,1322.5,1384,1322.75,935.5,996.5,1013.25,1414,1054.5,1126.5,776,996,1088.5,1346.3,2260.7,1833.94,3739,3943.62
"357","north_west","Vegetables","Carobs",48,70,70,70,70,50,NA,NA,70,70,70,70,70,70,70,70,70,70,70,70,70,70,10,NA,NA,10,70,56,56,NA,76,76,30,NA,NA,NA,NA
"358","north_west","Vegetables","Carrots and turnips",101,105,65,84,112,153,155,207,645,998,625,443,366,308,584,324,366,656,507,365,634,493,371,396,452.5,529,549.5,308.75,342.5,427.75,500,607,749.7,645.1,351.28,398,362.5
"359","north_west","Vegetables","Cauliflowers and broccoli",110,179,20,180,381,455,324,930,1372,996,1379,2145,1573,955,871,737,1048,1039,1293,2027,2063,1813,1701,1817.75,1439,1459.77,1677.1,1816.5,1992,1221.25,1403,1568.65,2074.99,1909.4,1671,1737,1851.28
"360","north_west","Vegetables","Chillies and peppers, green",15857,13022,10548,13112,19124,17833,17106,23774,20505,26068,22305,22920,25494,26614,22662,19298,24943,25959,29039,31404,26257.5,26527.5,24620,20126.3,20267.9,24528.25,25214.56,22562.36,22069.15,17500.33,21954.52,18291.89,22263.91,20183.33,19421.74,21448,22628.78
"361","north_west","Vegetables","Cucumbers and gherkins",6022,5693,5045,7993,11804,9510,8741,8407,9183,8892,9094,7228,5547,6388,6211,5704,7883.25,8054,7769,8821.25,8624.5,8521.25,7437.75,7023.75,8052.25,6377,6093.3,6617,5622.1,4689.58,5466.18,3445.14,5865.97,5358.8,5770.17,7395,6960.74
"362","north_west","Vegetables","Eggplants (aubergines)",778,521,650,748,813,699,821,686,1042,1143,666,872,898,955,740,781,1199,1223,1388,1458.5,1829,1116,1113,1300,1132,1299.5,1144.75,1034.41,1219.5,1081,994,202,1286.75,1364.5,1557.63,2220,2445.5
"363","north_west","Vegetables","Garlic",703,444,379,616,778,395,240,403,566,620,176,474,635,640,434,664,664,831,1229.25,1407.8,1242.5,960.5,917.75,826.25,786,1002.75,998,611,619.5,632.37,685.5,923.25,1027.15,1079,979.5,677,767.5
"364","north_west","Vegetables","Leeks, other alliaceous vegetables",NA,12,NA,NA,NA,1,NA,NA,NA,NA,NA,16,68,132,234,129,191,172,386,577,312,402,261.6,274,293,266,230,356,461,266,239,217.1,213.4,194,227.35,232,332
"365","north_west","Vegetables","Lettuce and chicory",817,660,682,626,1133,1387,1317,1491,1815,2230,1564,1769,1380,1032,1346,971,1017,1489,1674,1819,1662.5,1722.75,1371,1173.25,1303.5,1057.75,1235,1196.25,1342.5,1878.5,1808,2615.2,1863.64,1819.4,1720.25,1827,2018.5
"366","north_west","Vegetables","Okra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,222,NA,NA,NA,279,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","north_west","Vegetables","Onions, shallots, green",3011,2497,2698,3046,3218,4487,4542,5974,8677,9299,7277,9115,8794,8653,8733,8235,8978,9748,10654,13182,10611,12733,12816,12216.55,12420,10445.5,10740.5,10483.5,9159.5,9747.07,9644.5,10129.65,9658.44,8383.89,9535.73,10895,11214.2
"368","north_west","Vegetables","Peas, green",4092,3258,2728,2439,3005,2057,2928,2567,3141,3171,1949,717,1326,1365,1587,1559,2406,1200,759,1046,921.75,750,651.25,547,1037,980,501.75,544.5,898.5,440.91,895,808.75,1419.77,1014.84,1170.25,1287,1376.5
"369","north_west","Vegetables","Pumpkins, squash and gourds",6869,4538,5969,7555,11450,9256,10935,12871,15810,16895,14132,12343,13844,19600,12259,13510,18201,16944.25,16505.25,18478.75,19316.75,17819.25,17259.5,17807.75,15692.2,18254.5,20498.75,19521.85,14897.6,16979.4,16203.65,14148.9,17228.3,15565.84,15689.74,15547,17456.9
"370","north_west","Vegetables","Spinach",98,50,61,42,11,47,77,146,105,198,227,130,185,95,186,108,81,152,71,126,98,216,243,256,166.5,271,244,152,137,84,262,172,385,441.75,156.5,781,1116
"371","north_west","Vegetables","Tomatoes",32526,29408,27592,33134,40576,33943,34070,45404,41423,44953,51991,46482,41690,48446,39837,49132,43562,45806,52945,53881.25,54116.75,54542.75,45329.48,56223,60094.13,54947.97,62981.99,47772.34,42423.86,40573.88,40060.94,27345.22,41278.58,35230.97,36566.72,32879,34606.02
"372","north_west","Vegetables","Vegetables, fresh nes",663,946,1162,635,585,2514,1343,937,1809,2075,3202,4027,3808,2545,3020,3189,2988,5092,4510,5795,5905.25,8994.5,8497.75,6357.5,5601.5,5163,6208.25,5023.5,5785,5155.5,5249.75,5731,8722.06,7595.58,6806.2,8412,11027.32
"373","north_west",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","south","Beverage crops and spices","Anise, badian, fennel, coriander",20,NA,NA,NA,30,21,25,26,11,17,124,93,121,123,87,146,221,165,130,160,631,524,261,250,172.5,97.5,263,239,248,250.5,269,417,284.04,100.02,156.21,144,122.55
"375","south","Beverage crops and spices","Cocoa, beans",68262,67062,65665,59000,71078,72022,72017,69401,77789,65759,74915,69445,77302,76714,79396,91322,90912,89376,84594.2,75575.2,70949.9,72963.9,73057.45,70889.05,70800.96,61230.51,60605.27,60693.77,60795.85,61077.35,60947.25,60468.25,61147.98,60933.1,59388.6,58881,58496.55
"376","south","Beverage crops and spices","Coffee, green",243894,261516,273417,278485,270887,299913,316363,289067,328473,346713,341557,379872,397153,382308,398244,374920,399667,345813,347448.9,379341.3,355247,416849.25,397952.25,402971.44,411028.26,415187.22,414465.77,416632.63,415446.55,414000.75,407686.7,371924.13,380541.86,393029.03,393483.56,363258,348818.63
"377","south","Beverage crops and spices","Ginger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,90,102,83,63,120
"378","south","Beverage crops and spices","Pepper (piper spp.)",1000,1000,1000,1000,1225,125,1030,1030,1063,1063,1241,1251,1246,1230,1221,1206,1206,1336,1402,1641,1512,1641,1656,1590,1590,1590,1633,1633,1633,1649,1656,1656,1656,1656,1645,1645,1630
"379","south","Beverage crops and spices","Spices, nes",40,35,33,NA,30,39,39,15,NA,16,13,25,25,43,897,1052,2727,4990,99,244,610.5,354.5,1002.36,988.36,836.5,829,905.2,857.7,841.7,468.2,532.9,384,382.5,446.5,459,480,489.22
"380","south","Beverage crops and spices","Tea",NA,150,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5
"381","south","Beverage crops and spices","Vanilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,640,640,640,300,350,350,130,142,128.5,142,157,109,190,208,145,138,133,132.5
"382","south","Cereals","Barley",622,495,60,414,1500,1910,35,385,200,125,35,70,34,70,67,105,94,NA,NA,NA,463,855,99,106,215,181,147,265,242,157.3,209.36,342.8,352,353.2,168.1,130,163.5
"383","south","Cereals","Cereals, nes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,25,32,12,5,3,5,5,NA,7,7,7,NA,NA,NA,45,43.05,45,73.5
"384","south","Cereals","Maize",1193943,1344192,1116669,1237052,1202693,1382177,1245551,1334294,1176546,1342120,1399324,1314798,1464886,1483348,1555638,1682158,1807705,1731684,1883428.5,1990830.84,1948798.1,1950641.98,1560064.79,1875060.86,1778799.63,1652451.23,1756506.62,1558909.68,1513866.31,1530026.21,1662040.69,1738044.71,1740054.12,1706731.6,1624053.82,1593771,1678582.3
"385","south","Cereals","Oats",NA,NA,NA,NA,56,8,NA,NA,NA,NA,NA,4,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","south","Cereals","Rice, paddy",44294,57755,56263,66771,41659,60093,52395,56348,65403,45854,34457,27036,22911,14515,28222,20373,28911,32893,33326.7,26863,30027.5,23343.25,23291,27707,31853,26916,40182.5,41826,24622,24313.5,15243,12204,10429.25,11217.5,11440,11478,12140
"387","south","Cereals","Sorghum",8447,6476,5279,2041,9140,11218,9514,17181,17285,18070,13192,9639,14110,16239,11943,19865,37330,33063,30488.2,32837.25,34284,34423,31256.5,35617.26,37718.75,38177.5,39582,36001.5,51083.5,65398.5,44897.5,51996.5,60802.15,67330.92,60202.5,60393,72062.75
"388","south","Cereals","Wheat",15200,13124,9898,13212,13369,14574,8101,7733,11653,12034,11162,12264,12279,12882,11764,15174,16236,15213,18276,15381,15108,13989,11768.5,11204.25,10696,13417.82,13297.25,15581.5,15656,12002.5,11930.12,16297.23,16034.1,10426,13190.39,12599,13411.95
"389","south","Fibres","Agave fibres nes",NA,NA,3383,3416,2773,1587,2831,3600,3343,3800,3870,3480,3760,4456,4350,2610,2610,3260,4100,3220,3300,3600,3900,4700,2205,3068,3486,3634,4322.64,4970,5874,5531,2918.38,2147.32,2140.09,1205,1547.1
"390","south","Fibres","Sisal",135482,136210,122023,116666,109000,109000,117355,81532,53849,53545,55003,52627,76541,53589,52974,62068,49115,48982,47991,49198,50337,42949,20313.6,12406,9707,9050.19,8518.28,9343.11,9036.87,10193.89,10462.61,7503.54,8806.82,7471.62,7034.6,6703,6740.9
"391","south","Fibres","Tobacco, unmanufactured",3785,1606,2891,2592,2323,2199,5521,3265,3063,592,134,1003,2119,2106,927,7,657,984,816,994.5,1118,1338,775,963.5,741,486,305,335.75,248,223,75,137.5,135,133,148,221,206.1
"392","south","Fruits","Apples",2094,2095,2585,2052,2108,2165,1908,2060,3315,4134,4334,3654,3684,5458,4964,4460,4370,3723,3403,3473,3473,3478,3475,3008.5,3016.5,3043.5,1870.5,1833.75,1701.5,1842.5,1882.5,1781.5,1724.75,1120.25,1518.25,1519,1571.45
"393","south","Fruits","Apricots",20,20,17,21,82,67,67,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","south","Fruits","Avocados",7040,7436,6343,7428,4664,5226,4479,3812,3706,5186,7003,1985,2285,1829,2535,2322,2333.55,2522,2413,2305.75,1974,2027.75,1932.5,1697.75,1834.05,1542.55,1584.3,1582.3,1590.8,1673.6,1745.6,2166.99,2244.17,2400.75,2590.85,3312,3706.26
"395","south","Fruits","Bananas",27232,20247,27409,30203,26709,27051,26694,31667,33759,27686,32227,35258,35752,39888,40401,39185,35094,34349,34484,43205.05,40426.77,42290.27,36601.74,41143.21,44719.45,43749.45,39779.32,39969.82,39246.16,38450.6,39076.91,38693.99,38582.03,37943.24,38100.87,39263,39280.78
"396","south","Fruits","Berries nes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"397","south","Fruits","Cherries",8,15,45,12,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,15,15,15,14,15,15,15,NA,37,21,23,25,23,24,NA,NA,NA,NA,NA
"398","south","Fruits","Figs",NA,NA,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","south","Fruits","Fruit, fresh nes",2939,3838,3754,4532,5634,5364,4328,2983,4086,1983,1993,887,944,1077,1039,1504,1505,1533,1470,1607,1792,1827.5,1902,1946,1241.5,1316.5,1537.5,1589.25,1543.5,1503,1513.9,1241.45,1043.71,866.7,852.9,887,834.9
"400","south","Fruits","Fruit, tropical fresh nes",3314,3962,4188,4341,4375,4720,3192,3081,3072,1326,1355,1344,1801,2410,2474,2720,2553.2,2569,3585.5,3809.95,3623,3564,3660.35,3653.5,3539,3327.7,4110.35,4274.1,4441.95,4465.98,5050.57,4530.67,4352.09,4388.6,4411.05,5095,4979.96
"401","south","Fruits","Grapefruit (inc. pomelos)",957,1000,1503,1448,1537,1638,355,400,562,582,551,542,970,1143,1120,1069,1003,966,937,1472,1823,1835,1851.25,1706,1645.5,1402.5,672,1372,1392.1,1318,1285.1,1307.1,1270.07,1022.88,1161.67,1182,1146.01
