"id","year","area","indexS","indexS2"
5,2006,1147,3.66516970377407,1.93983084594438
5,2016,1594,4.81648135317551,2.34783964304049
5,2010,631,5.33091887694306,3.27608650867424
6,2013,2125,3.51152265454588,1.59300217355546
6,2003,1781,2.54953120039224,1.20880146756806
6,2008,1751,3.07754487081041,1.46535713916733
6,2009,1019,3.0145915893684,1.64340863475246
6,2014,1178,8.80778409667919,4.63063942569916
6,2012,958,4.70161166381492,2.60295107501547
6,2006,1794,2.33458533719235,1.10487913234484
6,2005,1224,4.48394588770502,2.33493951953936
6,2007,802,2.54631396425998,1.47376754061199
6,2015,1472,5.47950859056126,2.7247413779697
6,2004,2449,2.4138041919597,1.05685515052878
6,2016,2085,6.55046854446087,2.98577087957855
6,2010,1226,4.9829467849518,2.59372697638092
6,2011,560,10.2651391162029,6.4994777304307
7,2011,3881,1.56841096634721,0.612046736969851
7,2006,4400,3.37189884582132,1.27518147781395
7,2005,2630,2.27756162709221,0.979584325620345
7,2016,6482,3.83496103732998,1.31641955998036
7,2008,7149,2.45770603560467,0.823245260485154
7,2012,6500,3.3503278880659,1.14926346467965
7,2010,5572,2.95437217275196,1.05322959619167
7,2004,6138,2.14774409888402,0.747371341997325
7,2013,7237,3.07821210137696,1.02794416436521
7,2015,5190,3.84955520767027,1.39694510515057
7,2014,6313,3.26957214218015,1.12977667558763
7,2003,5333,2.68442342152295,0.967539603801547
7,2007,2881,2.26654828050148,0.952883457226775
7,2009,3197,2.36298030073133,0.967910206331169
8,2008,4169,1.33296252402495,0.510940811069875
8,2004,3926,1.2729234348596,0.495307992022986
8,2003,3761,1.29056954367694,0.507593679795691
8,2006,3263,1.43067978046327,0.58304060056475
8,2012,3167,1.0982506086708,0.450920587479753
8,2010,3572,1.38890528975985,0.553356985470423
8,2013,3704,1.36430050693337,0.53864536032584
8,2015,2345,1.38198090065339,0.611683768920348
8,2009,1139,2.34719591251124,1.24445454032616
8,2007,637,2.54619328200398,1.56105116317247
8,2014,3656,1.29049081057701,0.511168398431966
8,2011,491,1.53922426177175,1.00714535612496
8,2005,3577,1.37342220606857,0.546997016169204
8,2016,2905,1.05199447664022,0.441354493732368
9,2016,4823,3.298279278532,1.21904219495058
9,2014,2995,4.81429848030678,2.00444633391921
9,2011,2531,2.69093465391286,1.16853235703205
9,2012,3357,5.73460701773134,2.32047264929236
9,2003,9224,2.32229230044955,0.729873651834595
9,2008,11257,2.84512958884458,0.850759903057901
9,2005,4036,3.50276104331311,1.35357819281845
9,2004,9412,2.39258389219691,0.748182114925355
9,2013,6965,2.71117378341594,0.91408735980377
9,2006,6838,2.9821864431448,1.01009714790574
9,2007,6271,2.93764903312652,1.01677845618686
9,2015,3464,3.9512882943461,1.58637141038436
9,2009,2261,2.18789376982892,0.97726358967117
9,2010,4169,4.39089890521598,1.68308516370178
287,2007,28509.18,3.91205273866213,0.927297623499632
287,2005,20151.68,7.39730519942253,1.91230143134797
287,2006,28899.11,3.64326684884978,0.860657766970309
287,2011,13859.94,3.67741533649553,1.04390979539736
287,2009,33328,5.13624066523353,1.17085652133296
287,2012,18772,3.1225711394098,0.821666029976247
287,2010,30153.5,4.00048461569804,0.935058537103909
287,2004,27214.68,4.40111079820369,1.05541222756476
287,2008,26433.1,3.91171571875285,0.944910963131985
287,2016,30529.66,2.75670933307408,0.642349088249541
287,2003,36709.28,2.86638597995926,0.637824697395266
287,2014,31329.5,2.722721447656,0.63034088019651
287,2015,32420,3.37380453195953,0.774421304504418
287,2013,30969,3.03320644559713,0.70425639946623
296,2011,112.33,2.06929975191255,1.95776289567589
296,2008,6575.5,1.94688319850215,0.665914281441478
296,2004,5925,2.18166999778947,0.765909749748141
296,2010,6569,2.20608722303296,0.754759331638629
296,2013,5133,1.90616559752265,0.693630910377778
296,2009,4978.25,2.89304113368218,1.06083065301715
296,2003,9692,1.87176023707974,0.581041955872421
296,2012,6158,2.22979840477033,0.775293792318673
296,2015,7866,2.82114243355237,0.922671604275244
296,2005,2849.5,4.49267094567742,1.89396990135706
296,2016,9095.6,2.57833317133839,0.813189617588701
296,2014,8226,2.15316455043692,0.696370992324976
296,2007,4729.1,2.3302674570938,0.865509368443958
296,2006,7645.5,1.83014014932834,0.602828120343732
297,2007,9073.5,2.10093068276207,0.663023070246071
297,2014,11718.5,2.02848683023427,0.600502491583756
297,2005,5564,2.24416803009226,0.800330224306952
297,2004,13057.6,1.97060661127012,0.567799129961048
297,2012,11502.5,2.01958266989717,0.600653763022587
297,2015,10771,1.98278146433325,0.599475545036485
297,2009,10336,1.89653510671276,0.579339831285063
297,2016,12471.5,2.90789463493835,0.847538861702114
297,2013,10146.66,2.07318370895227,0.63623511924687
297,2006,11954,1.98923510326549,0.585960618765868
297,2011,6037,1.97315812061529,0.689472934683937
297,2010,11292,1.93296573775335,0.577553295306428
297,2008,12269.5,1.90040253138137,0.556159693841473
297,2003,13803,2.04320825208889,0.580603820571032
298,2015,1344,2.84917332559394,1.44937137554334
298,2016,975.01,1.63572470953726,0.901609697272039
298,2013,959,2.22831425283179,1.23333885504124
298,2014,1033,2.49434669696098,1.35516558567194
299,2015,3571,4.29485289536213,1.71124210723074
299,2013,5006,3.13986119477937,1.14973662343278
299,2014,4624.75,3.65156511264186,1.36385315042351
299,2016,3648.5,3.73998877712765,1.48218474364563
300,2013,16020.5,1.03841532419113,0.284290730404391
300,2004,9099.5,1.17321735360458,0.369985516314499
300,2007,16515.04,1.0916484893352,0.296601633138986
300,2005,12577,1.10173871080542,0.320438707440803
300,2008,18076.25,1.05492093151736,0.280222789626327
300,2003,9499.93,1.27682824874391,0.398348337117158
300,2010,18312.5,1.08193190950653,0.286466371801059
300,2009,17420,1.0273687914539,0.275438699178527
300,2006,18235,1.08263272919647,0.286956018309689
300,2011,8954.5,1.16572181526278,0.369100995112805
300,2015,15824,1.04872602929802,0.28800074161569
300,2016,13928,1.02269552210785,0.28995779749832
300,2012,16161,1.09283843980644,0.298537940456228
300,2014,15296,1.03282369848696,0.286050264074924
301,2015,1650,1.76155443834074,0.851306031319253
301,2013,2101,2.64439164688256,1.2030395108453
301,2016,2581.25,2.32568356163353,1.00497147119474
301,2014,2280.18,2.40672169356829,1.07273936318046
302,2003,13546.9,2.97241787102743,0.84861462060507
302,2014,21072.5,2.18945802381869,0.559716661504978
302,2007,11419,4.96042518877651,1.4779934631716
302,2009,12725,4.00236388820594,1.16068066806597
302,2004,14306.75,6.04868289201387,1.70347669763144
302,2010,14726.34,6.48328405798711,1.81272519785353
302,2012,17091.45,4.51093293406485,1.21515665706497
302,2016,16448.05,2.45713205073851,0.668283163605518
302,2011,8718.75,4.88537679327077,1.55720265744821
302,2015,16226,2.80941772232726,0.766697552989509
302,2008,13757,7.02912571141707,1.99908381715467
302,2006,15751,6.28500331800973,1.72798156854617
302,2005,8896.25,3.86260651029286,1.2250092013238
302,2013,13752.75,2.89153711251154,0.822416871430209
303,2016,4875.04,3.45796609524631,1.27463785495428
303,2003,10221,1.77022647678508,0.542270666442437
303,2013,5351.38,1.82713612740899,0.65798362319506
303,2005,1563,3.30199216865109,1.61750980431309
303,2007,6474.15,1.77470272765484,0.60938330911737
303,2014,8976.4,1.71119527900651,0.541482781935458
303,2010,7246.15,1.80772823489468,0.60348563751151
303,2015,7711,1.90209837433898,0.625195618844452
303,2012,7094.04,2.0470582491664,0.687016899044509
303,2009,6172.75,2.09506229338312,0.728010923689284
303,2011,2365.14,2.2194757181546,0.980272483707397
303,2008,7276.15,1.97415774577396,0.658365505992936
303,2006,6965,2.06248745521877,0.69537914688521
303,2004,5095.29,2.1468549749719,0.782656341404572
304,2009,6484,1.15830374362196,0.397577991865161
304,2016,8974,1.08450906567201,0.343200014715407
304,2004,7569,1.13389402703738,0.374432440540223
304,2005,421,2.72909384864116,1.85570344477101
304,2006,7385,1.11085486567313,0.369088338821811
304,2014,7083,1.08422063135801,0.364018942783444
304,2003,6891.5,1.1213371312309,0.379069105611088
304,2015,8790,1.05585314324029,0.33586668339162
304,2012,6630,1.10389283267376,0.376798494444787
304,2010,6006,1.16916473064736,0.409062813649977
304,2007,3938,1.21711442717348,0.473230916688571
304,2013,7112,1.23907708221014,0.415586101320654
304,2008,7195,1.11298389207708,0.372213230898359
304,2011,2656,1.17053611478494,0.502213551455737
305,2008,1227,1.42101149906982,0.739515155879527
305,2006,1847,1.319317857926,0.619859618260217
305,2011,1869,1.24959567981061,0.585366436047806
305,2009,1887,1.26338428001052,0.59040920661264
305,2010,1902,1.31094837820326,0.611425559771419
305,2003,1908,1.31551305335749,0.61307159756052
305,2015,1852,2.31336053687654,1.08615974878135
305,2005,1908,1.31855293496378,0.614488280631819
305,2007,1887,1.31503017083945,0.614544546834586
305,2013,1829,1.25579981928297,0.591463048280415
305,2016,2148,1.1615183530767,0.525506551254522
305,2014,1879,1.18835469010274,0.555936280232101
305,2012,1881,1.25779053443711,0.58826329415296
305,2004,1920,1.32382884743145,0.615980779019622
288,2015,1899,1.38388079793972,0.645695960551617
288,2006,2201.5,1.41351014791526,0.63559414170881
288,2011,1890.5,1.37274905174335,0.641220811382443
288,2008,1714.5,1.30308198094812,0.62373195502462
288,2016,1954.3,1.28809270971426,0.596705363588098
288,2009,1955.5,1.28969154577362,0.597354342589585
288,2014,1835.5,1.36911662976573,0.644261939594123
288,2004,2847,1.43854880201376,0.606580381994425
288,2010,1980.5,1.39907139485791,0.64596173576056
288,2012,1864.5,1.36105613823703,0.637963848065304
288,2005,2233,1.30696429266492,0.585601484587891
288,2003,2954.5,1.33409147500782,0.557346448100585
288,2007,1813.5,1.3403278641089,0.63261907618588
288,2013,1807.5,1.38008471090374,0.651923738799635
306,2010,23177.91,1.15684739181573,0.288780677597094
306,2015,25320,2.15926099836741,0.527229670112782
306,2013,27030,2.46398992328941,0.591885966891653
306,2008,24577.93,1.51489975316356,0.372656067271659
306,2014,23629,1.08304450269055,0.26905780452843
306,2004,25680.31,3.31163954039008,0.805756135568254
306,2006,25014.31,4.08373590478504,1.00016382836799
306,2012,24371,1.41777853452295,0.349502821967584
306,2007,23354,1.63729268270615,0.407940317243004
306,2009,18778,1.5459994020272,0.406778148537242
306,2016,19563,1.11570839600146,0.290571131725726
306,2005,21580.37,1.43317672391775,0.364204788863599
306,2003,21278.55,1.14498283557875,0.291994113316059
306,2011,23213.13,1.14211524124857,0.284994926405183
307,2004,17038.63,4.5983323068627,1.23965921326721
307,2016,14898.6,1.42016295947974,0.395924560707898
307,2007,12623.5,1.82383159758963,0.529968939054234
307,2011,4742,1.69377572617231,0.628674933560456
307,2008,16859.5,1.81741658459031,0.491251558879182
307,2014,14335,1.3462101998941,0.378943166493204
307,2005,4035.5,4.14193900561353,1.60062644769411
307,2009,15491.12,3.06228952516947,0.845446579938994
307,2013,11617.4,2.3456802517275,0.695908599474054
307,2010,7416,1.33386631421122,0.442721386579892
307,2003,18445,1.80326278236545,0.476595548712293
307,2015,17274,2.14240220930204,0.575590219932991
307,2012,13349.5,1.91847120304449,0.549730283622138
307,2006,17041.13,2.90189476667613,0.782289838887835
308,2003,28186.58,2.03689229159602,0.484192542229154
308,2008,29241,6.22423244000068,1.46604862480704
308,2012,24171.5,3.81780321643655,0.943079417009716
308,2011,14702.5,5.16876956866934,1.44577263871868
308,2013,27935,3.27060355188154,0.77920433944052
308,2005,20331.75,4.11940695737672,1.06255552847855
308,2004,27584.5,3.08175732646607,0.736533975928828
308,2015,29641,3.73294956998753,0.876273216160254
308,2016,30186,2.80593773202936,0.65567294623879
308,2009,27916.75,7.03741287544948,1.67690107931317
308,2010,27837.9,5.6231570368202,1.34085471004875
308,2006,29524,3.95915251538233,0.93029151585463
308,2007,27981,6.06310063431267,1.44390824439794
308,2014,26916,2.1604971972356,0.519531284744441
309,2006,6270,1.62779864651343,0.563435783314862
309,2008,5980.75,1.71766586350549,0.601603563126886
309,2013,6205,1.65066817462636,0.572842140594889
309,2016,6502,1.60171625646182,0.549394705091244
309,2007,6428,1.63011373463434,0.560737455985482
309,2015,6488,1.58757521288159,0.54483779497829
309,2005,4305,1.65357967440772,0.628770943082438
309,2011,3678,2.15109266547406,0.850779105874915
309,2012,7055,1.51912635368991,0.510540583910199
309,2010,7128,1.56308604900869,0.523964172006137
309,2003,5358,1.54059427703728,0.554623452879642
309,2009,7090,1.56997764469716,0.526978063214268
309,2014,6402,1.62400816505275,0.55920354812482
309,2004,5021,1.65730127047242,0.606407459958452
310,2015,1262,4.57018072462021,2.36172410859107
310,2014,4537.4,1.8675865888833,0.700873447796777
310,2013,2440.8,1.75339427435439,0.768346580409525
310,2016,4780,1.55477026031331,0.575930234295693
311,2014,7704,1.2095788701394,0.397663518187715
311,2016,8017.4,1.20586120871653,0.392508950023705
311,2009,6993.8,1.26331664512741,0.425495080784557
311,2012,6300,1.22646683919812,0.424015077984894
311,2007,4146.8,1.33467652454542,0.512281151056148
311,2015,7953,1.15002857788845,0.375090888234644
311,2005,628,2.00211184664744,1.2318534717305
311,2010,6250.8,1.2575692759555,0.435620836800793
311,2011,2980,1.13129717506927,0.471610280948591
311,2008,6353.8,1.20574868896296,0.415967155777163
311,2013,6545,1.30331975614301,0.446307508318375
311,2003,6588,1.43207439254934,0.489595941152328
311,2006,6450,1.18623310931223,0.407700027074324
311,2004,7159,1.27712813381656,0.427643631449824
312,2009,6356,1.66019455458874,0.572695328110628
312,2014,5677,1.71557620079127,0.60875272276417
312,2006,6137,1.49790827278937,0.52126290003206
312,2007,6427,1.63021210545785,0.56079310607317
312,2004,7735,1.32958179931808,0.436677292848288
312,2015,5732,1.7620918678188,0.623752973294192
312,2003,8036,1.32109171342132,0.429767543275851
312,2011,1641,3.26490946235125,1.57999104199497
312,2008,6274.5,1.71200450781662,0.592475983175982
312,2010,6359,1.66165662931938,0.573132063771678
312,2012,6373,1.60567940224875,0.553520212076603
312,2005,4338,1.58670624190236,0.60219170734756
312,2016,5604,1.88224604543213,0.670058142497778
312,2013,6135,1.63977880588761,0.570679476865182
313,2013,3251,2.83716261216509,1.15728577012451
313,2014,3990,2.92228389002002,1.13250416354203
313,2016,2487,4.1076043392649,1.79155557607523
313,2015,4391,3.29536955077517,1.24687779989442
314,2014,7815,2.36588111702306,0.775034972194062
314,2010,8211.5,2.54734519224842,0.824219345012609
314,2011,5816,2.87012335321029,1.01229033482562
314,2007,4204,3.10009051043677,1.18582151092987
314,2013,7140.5,2.5423746557932,0.851859599965337
314,2009,3832,3.54740070618384,1.38871939325708
314,2015,6625,2.25943173192577,0.771371129886851
314,2016,6398,2.36059479896909,0.812963438288114
314,2003,12630,1.89796349033512,0.551439210499796
314,2006,10264,2.06440159908794,0.631721493313875
314,2005,3199,4.55157863743532,1.86409961930067
314,2008,10120,2.06961697584498,0.635558420741203
314,2012,8987,2.62806328124692,0.831366958979967
314,2004,11438,1.93812521790009,0.577238031140973
315,2015,966,1.34684475337954,0.744104420546482
315,2016,2146,1.13616965636002,0.514157747593062
315,2014,1079,1.22388199342142,0.65772569932836
289,2016,1155.5,2.0494688025849,1.08270327809759
289,2009,652,3.09396061078036,1.88587762919902
289,2007,614,2.1817150661466,1.34994652510036
289,2013,1381,2.41020050265436,1.2177703069906
289,2008,1863,1.58879802245339,0.744862489538953
289,2005,437,1.19447450227362,0.804668780059221
289,2010,1672,2.12256847744549,1.02238217547989
289,2015,1377,2.22852458438376,1.12679411928196
289,2012,1762,2.4100150128937,1.1457210684031
289,2006,1520,1.81716078066184,0.896381914019519
289,2004,2100.9,1.48625307078955,0.67616400386484
289,2011,942,2.15850081001795,1.20005214524505
289,2003,2712,1.57867664893012,0.673800596613171
289,2014,1387,2.18426684863507,1.10242031200241
316,2016,1487,1.18809981424934,0.589299148017356
316,2015,1082,1.35432119902457,0.727319930643966
316,2013,1360,1.44579066677089,0.733299378849328
316,2014,2271,1.17044454707306,0.522224432315636
317,2004,16659.1,2.71956091238234,0.737303905054508
317,2012,12411,3.38336742372516,0.98732036910926
317,2005,9411.5,1.98270559988279,0.620017787351518
317,2009,13567.32,3.40129950500146,0.97069319744228
317,2014,18027.25,1.29946068444773,0.345415165422802
317,2013,12521.75,2.98557262412178,0.869304664669448
317,2011,1743,1.93038218790487,0.920194391947424
317,2016,17926.33,1.25660823343139,0.334493499029165
317,2015,17885,1.87757315160974,0.50007513132344
317,2010,2125,1.27905626360491,0.580243845325796
317,2008,15632,1.64341319836348,0.452692981469458
317,2003,18379.4,1.19321819740384,0.315644090588194
317,2007,13670,1.71355742484117,0.488109389278209
317,2006,17602,2.01948285115644,0.540020557451396
318,2009,21571,2.20234421172389,0.559729575200795
318,2016,19651.31,2.288102038357,0.595234559694653
318,2012,19001,2.21338247735015,0.580661431359258
318,2014,21367,2.22071977433745,0.565742101831658
318,2008,16923,2.31914728453859,0.626281552466598
318,2004,17758,1.94506976773276,0.51897602832117
318,2006,16945,1.84697665945387,0.498610754219114
318,2007,17697,1.84102182205086,0.491637103068516
318,2005,14760,2.08433540110179,0.582447308591864
318,2003,18797,2.13215596657329,0.560863867047667
318,2015,21774,3.99997560059737,1.01422290631469
318,2010,18272,2.13372877611905,0.565266593506778
318,2013,20803,2.13121340037096,0.546582941214666
318,2011,12077,2.29260408554778,0.673596656475894
319,2011,4098.5,3.79579217296627,1.46119042758458
319,2005,2498.5,4.16366047820549,1.81391151198635
319,2007,4992,5.49489276166603,2.01349800825817
319,2010,5242,4.84738307017677,1.75466298612525
319,2003,5295.75,2.12339847189241,0.766673159207143
319,2014,4846,1.47017218451172,0.542728935583443
319,2013,6412.5,1.49622449904574,0.514992073197347
319,2008,5231,4.77230828045518,1.72839474697313
319,2004,6119.9,4.2166433663305,1.46838999550896
319,2009,4952,4.73137937235236,1.73721367940096
319,2006,5978.5,3.38627695426129,1.18613752048263
319,2016,5580,1.62314376429603,0.578440996040162
319,2012,6295.12,2.17222626651821,0.751129268330287
319,2015,5581,3.8644467992741,1.37711419395594
320,2010,10420,1.45075292137051,0.442269663969479
320,2011,5320,1.82340969314553,0.657607834276505
320,2015,10933,1.62008649922643,0.48799345047688
320,2007,9110,1.49380180633309,0.470949145646916
320,2014,10350,1.43831303674664,0.439216813459759
320,2005,6027,1.71538866463658,0.599650037818989
320,2012,10325,1.42766923399208,0.436230184588186
320,2003,10118,1.30941833868515,0.402128984929835
320,2006,9599,1.64020745827213,0.510390887387219
320,2013,9650,1.40187847274379,0.435651451939787
320,2016,10920,1.60113707393161,0.482429083264096
320,2008,9888,1.79894634386089,0.555650517308374
320,2009,10389,1.45511901246179,0.443931238005542
320,2004,9674,1.36562719511893,0.424122451790368
321,2014,4491,1.11065881809394,0.417883797457002
321,2011,3312,1.14759714148574,0.465937326199956
321,2013,4532,1.11010650286323,0.416728112299567
321,2015,4561,1.13147831421992,0.424074192730715
321,2003,6541,1.14806730544783,0.39320310567064
321,2012,4327,1.09714559991262,0.416656507582909
321,2004,4330,1.19262986561104,0.452839533093461
321,2007,4425,1.10152892172143,0.415985519511666
321,2006,4720,1.09955833867111,0.408595335209906
321,2009,4590,1.09757092474027,0.410714513419772
321,2016,4578.9,1.09244219606152,0.409042848646284
321,2010,4590,1.10268590778495,0.412628556262009
321,2008,4337,1.11805079990016,0.424350588185216
321,2005,3577,1.15232392919513,0.458939536687992
322,2015,976,4.22897225305216,2.33041361347174
322,2013,947.3,3.93560483211879,2.18499389647452
322,2016,982.54,3.71522912130178,2.04389541591145
322,2014,965.4,4.07100705336881,2.24949824445708
323,2006,2420,1.1886055905298,0.521968812105851
323,2014,1381,1.19951268800554,0.606061998868112
323,2009,2326,1.13756914296107,0.504528847386919
323,2015,1433,1.25016452825594,0.625844229120768
323,2012,1333,1.23158459806213,0.627794257834077
323,2005,2380,1.16859603431601,0.515324506788542
323,2010,2218,1.1341733560359,0.509037388920829
323,2013,1320.5,1.31194503543064,0.670334646144613
323,2004,3062,1.31748299229872,0.545512049964094
323,2016,2332.4,1.1437365464164,0.506915846495106
323,2003,3391,1.30838582841569,0.528097986206218
323,2008,2016,1.12508470822722,0.51715796441274
323,2007,2147,1.13781517500267,0.514842437620522
323,2011,1893,1.15317826857964,0.538479808954828
324,2013,16098.36,1.60787060352574,0.439659350226911
324,2005,11213.5,1.7328229775601,0.518656146083903
324,2008,14845,4.44153503717518,1.23936340728537
324,2006,14401.5,2.30029103528232,0.646757512566389
324,2004,14535.05,3.21201439240711,0.901019058707763
324,2016,15018,1.64440084122422,0.457525487712279
324,2012,15201.45,2.45999856329115,0.682376759249319
324,2014,13104,1.5773646012714,0.454089799884404
324,2003,14143.38,1.45687435332045,0.411475918122031
324,2015,14433,2.19337254757648,0.616359193125323
324,2010,14885.5,3.78186633051156,1.05457129369837
324,2009,14576,4.33069305705659,1.21397136043044
324,2007,14557,4.87847120818223,1.36796946386228
324,2011,7995.5,2.50165871115799,0.814849270767983
325,2004,17438.6,4.30481162442214,1.15381684504701
325,2014,20882.5,2.71719334325874,0.696202449241898
325,2016,23310.56,2.48214292809383,0.618727239526996
325,2011,13268.5,4.00017221160305,1.14797877571524
325,2010,20197.75,2.66509247131639,0.688568516787816
325,2009,23510.25,3.61533621748872,0.89928015027457
325,2006,22978.1,4.3810179545914,1.09599136280659
325,2003,19870.1,2.74923677884437,0.713218762190288
325,2007,20223.1,2.72039830289056,0.702637282781087
325,2008,18068.6,3.779055164739,1.00395150019633
325,2013,20534,2.33108964489567,0.599792751639482
325,2005,10029.1,5.21737634965597,1.60582162515935
325,2012,11095.25,1.45381432429233,0.436300085300732
325,2015,21014,2.55374679599149,0.653297927033943
290,2006,55880.31,6.22421687100283,1.24689717814956
290,2012,46609,3.5841538513193,0.7513284335001
290,2004,55654,3.58979592272382,0.719873673705135
290,2014,53413.9,1.83323403814886,0.371419727830291
290,2011,22067.98,2.03211935756699,0.513533990779509
290,2003,57866,1.98607468782673,0.394412198184509
290,2005,45150.19,2.89484315104511,0.611675054683215
290,2007,48759,4.37512223403564,0.906853473637431
290,2016,48978.46,1.97194835705438,0.408276970005659
290,2008,54509,3.6855593044491,0.742928429140264
290,2013,50395.56,2.61745152736476,0.538073007562567
290,2015,49231,3.39538772093279,0.702086038322441
290,2010,42572.9,1.54562161530586,0.331421364757624
290,2009,46693.8,3.04807758224234,0.638663121796378
291,2012,26735.62,2.59682351839279,0.625504585967181
291,2015,38825,3.46009533169502,0.759225569123349
291,2004,46485.18,3.78819295393548,0.794628413532593
291,2008,39895,4.44851224102635,0.969495505277812
291,2009,35636.75,3.6306340296058,0.813895371462932
291,2014,41153.61,3.34021224286051,0.722325100161458
291,2011,26118.66,3.37699699650846,0.818188891356506
291,2003,44953.46,4.32237984944973,0.914308539787972
291,2006,35450.77,4.26278623536548,0.956858598714821
291,2016,32971.66,3.54946436786983,0.811312645082714
291,2013,30185.25,3.90163803138875,0.911714598818203
291,2007,39480.55,4.60159566184043,1.00547964643977
291,2010,41358.54,3.61283057865656,0.780309552622419
291,2005,26225.42,4.00459582134058,0.969256459905527
292,2016,11071,1.79208644530729,0.538112238719214
292,2013,12407.5,1.89468106723934,0.552937025346106
292,2015,9573,1.36436604081563,0.424844024173047
292,2014,13655.5,1.85096369816,0.527389679707877
293,2013,1502.77,2.30255920925866,1.13906446859543
293,2016,1423.98,1.83799430516341,0.92157103496504
