"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.660719257131783,0.651025521621262,4.84532552415976,68.1594062902492,9.9023873989402e-10,1,-109.859217419397,225.718434838794,230.551188576727,821.701280227593,35,37
